date,total_pnl,total_volume,price_risk,sentiment_score,sentiment_norm,cluster,sentiment_next
2024-02-16,5491.768834,564896.51,5456.604965111587,72,0.7380952380952381,0,0.7857142857142857
2024-02-17,1929.6418,406118.07,11610.298460259764,76,0.7857142857142857,0,0.7380952380952381
2024-02-18,477.6248299999999,157048.17,6.456487338694623,72,0.7380952380952381,0,0.7738095238095238
2024-02-19,4317.768563,286377.2,10215.224351640929,75,0.7738095238095238,0,0.7380952380952381
2024-02-20,3263.628824,119419.72,11585.887115864216,72,0.7380952380952381,0,0.8095238095238095
2024-02-21,1858.7985700000002,108047.51999999999,41.49904436827268,78,0.8095238095238095,0,0.7619047619047619
2024-02-22,3894.1050699999996,373033.87,7732.110073898038,74,0.7619047619047619,0,0.7857142857142857
2024-02-23,1418.55293,111106.14,6092.0142466450225,76,0.7857142857142857,0,0.7619047619047619
2024-02-25,-30.7705,4480.13,0.0042667587229652205,74,0.7619047619047619,0,0.7380952380952381
2024-02-26,4416.8473,192187.14,3.164004281426789,72,0.7380952380952381,0,0.8214285714285714
2024-02-27,888.511733,209362.3,56.79005691016645,79,0.8214285714285714,0,0.8571428571428571
2024-02-28,2503.747235,171107.13,2.2751265969285375,82,0.8571428571428571,0,0.8333333333333334
2024-02-29,9813.996992,395666.73,16.08881469758988,80,0.8333333333333334,0,0.8333333333333334
2024-03-01,8244.241409,472974.7,2.904073684094302,80,0.8333333333333334,0,0.8333333333333334
2024-03-02,230.90060000000005,63197.56,0.6194783616347095,80,0.8333333333333334,0,0.8690476190476191
2024-03-03,8361.086245,390745.68,7.629637709299519,83,0.8690476190476191,0,0.8571428571428571
2024-03-04,27799.775742,1577996.87,5126.79646418248,82,0.8571428571428571,0,0.9523809523809523
2024-03-05,19791.026041,841810.32,0.7007169708826589,90,0.9523809523809523,0,0.7738095238095238
2024-03-06,6814.825139,327218.02,1.9360757462923552,75,0.7738095238095238,0,0.8452380952380952
2024-03-08,4271.886236,183583.18,2.6015710412934174,81,0.8452380952380952,0,0.8809523809523809
2024-03-09,9949.501624,658178.75,38.11867542971365,84,0.8809523809523809,0,0.8214285714285714
2024-03-10,2482.9272,219973.85,55.4443214228381,79,0.8214285714285714,0,0.8571428571428571
2024-03-11,3588.179495,176519.44999999998,3.1884582870593374,82,0.8571428571428571,0,0.8452380952380952
2024-03-12,3039.166,103040.85,0.18844395718621518,81,0.8452380952380952,0,0.8452380952380952
2024-03-13,0.0,6000.799999999999,11.00861134791885,81,0.8452380952380952,0,0.9285714285714286
2024-03-14,3465.865832,205933.18,938.3464433482117,88,0.9285714285714286,0,0.8690476190476191
2024-03-15,6236.513651,351894.41,1261.1801427784162,83,0.8690476190476191,0,0.8452380952380952
2024-03-16,228.57984,37223.66,1698.2678501401376,81,0.8452380952380952,0,0.8214285714285714
2024-03-17,503.293955,99506.95,1766.1687966015595,79,0.8214285714285714,0,0.7976190476190477
2024-03-18,1456.9577,90458.08,1753.4851754501278,77,0.7976190476190477,0,0.8214285714285714
2024-03-19,668.797973,219884.84,1278.6382241627764,79,0.8214285714285714,0,0.7619047619047619
2024-03-20,6423.134599,215705.85,758.2767450442369,74,0.7619047619047619,0,0.8095238095238095
2024-03-21,2335.5080749999997,117895.57,653.1577193638893,78,0.8095238095238095,0,0.7619047619047619
2024-03-24,1297.018477,92592.20999999999,0.14348537794566632,74,0.7619047619047619,0,0.7738095238095238
2024-03-25,1302.916428,57116.32,12.567418191498204,75,0.7738095238095238,0,0.8452380952380952
2024-03-26,3215.906593,198565.19,850.8144239001894,81,0.8452380952380952,0,0.8690476190476191
2024-03-27,150.41114,99864.79,24835.178964040377,83,0.8690476190476191,2,0.8333333333333334
2024-03-28,227.85100799999998,35323.72,1527.730726728924,80,0.8333333333333334,0,0.8214285714285714
2024-03-29,883.097404,86914.37,34.7146284521588,79,0.8214285714285714,0,0.7738095238095238
2024-03-30,1100.57514,101103.92,0.0006337693873670684,75,0.7738095238095238,0,0.7738095238095238
2024-03-31,912.786145,39912.96,0.20159619451057853,75,0.7738095238095238,0,0.8214285714285714
2024-04-01,2507.963406,339470.47,1725.5880496159934,79,0.8214285714285714,0,0.8214285714285714
2024-04-02,883.760812,239664.50999999998,1013.4302257071722,79,0.8214285714285714,0,0.7261904761904762
2024-04-03,126.7884,16887.57,4.2287486399643095,71,0.7261904761904762,0,0.7142857142857143
2024-04-04,0.0,95987.73,34.823218147917345,70,0.7142857142857143,0,0.8214285714285714
2024-04-05,10706.484306,503791.8,986.0322455497284,79,0.8214285714285714,0,0.7738095238095238
2024-04-06,236.33513399999998,68223.67,7.521012232406113,75,0.7738095238095238,0,0.8095238095238095
2024-04-07,0.0,49988.14,7.056169335531876,78,0.8095238095238095,0,0.7857142857142857
2024-04-08,1218.4267,211940.64,896.4206747924679,76,0.7857142857142857,0,0.8333333333333334
2024-04-09,0.0,57063.840000000004,0.0,80,0.8333333333333334,0,0.8095238095238095
2024-04-10,5207.443414,351735.97,27.343045220882548,78,0.8095238095238095,0,0.7857142857142857
2024-04-11,389.743164,76400.96,27.376775437098644,76,0.7857142857142857,0,0.8214285714285714
2024-04-12,-592.6458390000001,442088.59,1259.0653270732723,79,0.8214285714285714,0,0.7380952380952381
2024-04-13,6621.451755,486411.25,1311.0969406199981,72,0.7380952380952381,0,0.7380952380952381
2024-04-14,-36104.012520000004,659162.17,1470.9021734975304,72,0.7380952380952381,0,0.7619047619047619
2024-04-15,3774.08872,291111.19,828.5437002890698,74,0.7619047619047619,0,0.6547619047619048
2024-04-16,2467.702221,181907.17,0.16399714308646,65,0.6547619047619048,0,0.6785714285714286
2024-04-17,2441.4683999999997,97562.99,0.06874117765571464,67,0.6785714285714286,0,0.6666666666666666
2024-04-19,1946.4454620000001,337257.92000000004,27.132735662623762,66,0.6666666666666666,0,0.6666666666666666
2024-04-20,0.0,60733.24,922.3451665821668,66,0.6666666666666666,0,0.75
2024-04-22,0.0,47993.61,36.67743781188158,73,0.75,0,0.7261904761904762
2024-04-23,1119.536196,233054.9,1243.069424070097,71,0.7261904761904762,0,0.7380952380952381
2024-04-24,279.185907,141275.24,30.441109669240472,72,0.7380952380952381,0,0.7380952380952381
2024-04-25,0.0,120241.01,852.6057058796076,72,0.7380952380952381,0,0.7142857142857143
2024-04-26,0.0,4988.290000000001,9.999999999992654e-06,70,0.7142857142857143,0,0.6785714285714286
2024-04-27,4281.488139,154264.47,8.390121039301516,67,0.6785714285714286,0,0.6547619047619048
2024-04-28,0.0,43985.6,1139.5731528476701,65,0.6547619047619048,0,0.6785714285714286
2024-04-29,526.9338359999999,108699.01,1527.3548472278833,67,0.6785714285714286,0,0.6785714285714286
2024-04-30,0.0,125018.75,65.40372280322977,67,0.6785714285714286,0,0.5238095238095238
2024-05-01,0.0,87025.45,24.152746527779367,54,0.5238095238095238,0,0.4523809523809524
2024-05-03,5306.017045,282682.64999999997,1494.2304167812372,48,0.4523809523809524,0,0.6785714285714286
2024-05-04,0.0,58998.75,1566.937536881801,67,0.6785714285714286,0,0.7023809523809523
2024-05-05,0.916,24068.350000000002,1618.3325482686698,69,0.7023809523809523,0,0.7261904761904762
2024-05-06,968.59038,206016.43,38.095636233038405,71,0.7261904761904762,0,0.6904761904761905
2024-05-07,883.537693,108717.58,1577.816436168854,68,0.6904761904761905,0,0.6428571428571429
2024-05-08,1.56576,65973.57,1317.0287700616034,64,0.6428571428571429,0,0.5357142857142857
2024-05-09,1147.595856,221966.12,941.5421266559297,55,0.5357142857142857,0,0.6666666666666666
2024-05-10,2101.741695,156882.0,53.37453224751177,66,0.6666666666666666,0,0.5119047619047619
2024-05-11,251.604742,63248.95,0.09279607271365267,53,0.5119047619047619,0,0.5476190476190477
2024-05-12,0.0,55179.56,1478.0560671031742,56,0.5476190476190477,0,0.5595238095238095
2024-05-13,2136.853859,193118.9,930.5718009093841,57,0.5595238095238095,0,0.6666666666666666
2024-05-14,1150.5233050000002,145853.4,13.773572679150147,66,0.6666666666666666,0,0.6428571428571429
2024-05-15,948.970582,234922.57,23.94696968601389,64,0.6428571428571429,0,0.7142857142857143
2024-05-16,214.5898,162620.96,957.2846726273708,70,0.7142857142857143,0,0.75
2024-05-18,3522.3946610000003,126303.14,5.194025413877052,73,0.75,0,0.7380952380952381
2024-05-19,0.0,29998.09,0.1488047618284482,72,0.7380952380952381,0,0.7142857142857143
2024-05-20,-74.818442,38124.75,1482.2663378749578,70,0.7142857142857143,0,0.7857142857142857
2024-05-21,7289.397571999999,1100948.59,25779.347841232942,76,0.7857142857142857,2,0.7857142857142857
2024-05-22,0.0,44995.29,0.23380903888989804,76,0.7857142857142857,0,0.7857142857142857
2024-05-23,413.347329,401850.6,1733.0073303407185,76,0.7857142857142857,0,0.7619047619047619
2024-05-24,821.949278,50811.899999999994,1.2727922061359143,74,0.7619047619047619,0,0.7857142857142857
2024-05-25,14.126038999999999,29991.129999999997,1281.9338093871456,76,0.7857142857142857,0,0.7738095238095238
2024-05-26,778.6839,53976.67,1316.8759214203862,75,0.7738095238095238,0,0.7619047619047619
2024-05-27,1129.35587,151115.72,351.12197274407123,74,0.7619047619047619,0,0.7380952380952381
2024-05-29,277.791953,84268.76,16259.727615489111,72,0.7380952380952381,2,0.75
2024-05-30,20.951433,2838.09,33463.89723013931,73,0.75,2,0.75
2024-05-31,25.35812,3636.14,2.4443492358904875,73,0.75,0,0.7380952380952381
2024-06-01,91.510419,12834.62,1.0389183982502748,72,0.7380952380952381,0,0.75
2024-06-02,192.906947,29464.51,0.363102874623006,73,0.75,0,0.75
2024-06-03,562.808208,21466.86,0.21869007595736015,73,0.75,0,0.75
2024-06-04,52.211438,24243.41,28011.42348267147,73,0.75,2,0.7738095238095238
2024-06-05,56.055506,25350.77,13675.037816024133,75,0.7738095238095238,0,0.8095238095238095
2024-06-06,274.173187,137557.76,112.65170422016628,78,0.8095238095238095,0,0.7976190476190477
2024-06-07,8902.467416,1098588.76,7387.736391954849,77,0.7976190476190477,0,0.7380952380952381
2024-06-08,129.13883900000002,97351.88,23909.45819069592,72,0.7380952380952381,2,0.7738095238095238
2024-06-09,0.0,22410.22,1738.8167543035813,75,0.7738095238095238,0,0.7380952380952381
2024-06-10,31.266804999999998,46587.93,977.2411549318537,72,0.7380952380952381,0,0.7619047619047619
2024-06-11,4320.631811,373279.92,21720.079989299902,74,0.7619047619047619,2,0.7380952380952381
2024-06-12,-21886.531493,193407.96,9617.301602342683,72,0.7380952380952381,0,0.7142857142857143
2024-06-13,6632.757115,132577.22,776.6379350941968,70,0.7142857142857143,0,0.7619047619047619
2024-06-14,10258.592609,139868.66,1727.948732998773,74,0.7619047619047619,0,0.7619047619047619
2024-06-15,3369.958346,718350.25,1745.1252647018414,74,0.7619047619047619,0,0.7261904761904762
2024-06-16,0.0,25235.079999999998,0.002012687032528492,71,0.7261904761904762,0,0.7261904761904762
2024-06-17,10599.502375,368380.12,1793.7684389866924,71,0.7261904761904762,0,0.7619047619047619
2024-06-18,282.57636,263314.79,1416.5773987313837,74,0.7619047619047619,0,0.6428571428571429
2024-06-19,4887.656944,417071.12,1764.77077276569,64,0.6428571428571429,0,0.5952380952380952
2024-06-20,57478.456026,207990.8,1111.7099236469205,60,0.5952380952380952,0,0.6309523809523809
2024-06-21,773.5582039999999,176264.49,1524.6104669271256,63,0.6309523809523809,0,0.5119047619047619
2024-06-22,756.876565,169594.27000000002,1800.4631636827016,53,0.5119047619047619,0,0.5357142857142857
2024-06-23,0.0,1792.12,0.15811388300841886,55,0.5357142857142857,0,0.4880952380952381
2024-06-24,0.0,403002.8,1348.0646349126507,51,0.4880952380952381,0,0.23809523809523808
2024-06-25,4869.353105,103099.08,0.04533850920207513,30,0.23809523809523808,0,0.42857142857142855
2024-06-26,4197.732182,365190.66000000003,1701.2917024105736,46,0.42857142857142855,0,0.35714285714285715
2024-06-27,0.0,130486.95,1693.860229557378,40,0.35714285714285715,0,0.23809523809523808
2024-06-29,6150.326145,280095.11,1422.259342547605,30,0.23809523809523808,0,0.44047619047619047
2024-06-30,0.0,30520.69,1439.0821197045236,47,0.44047619047619047,0,0.5119047619047619
2024-07-01,5065.839308,362670.14999999997,1705.9142479757836,53,0.5119047619047619,0,0.4880952380952381
2024-07-02,2421.253116,33347.47,0.4751156023070126,51,0.4880952380952381,0,0.47619047619047616
2024-07-03,1118.387284,179600.66,1670.9943138258234,50,0.47619047619047616,0,0.40476190476190477
2024-07-04,0.0,430568.01,1054.382446478348,44,0.40476190476190477,0,0.2261904761904762
2024-07-05,0.0,272289.89,1445.7108930489255,29,0.2261904761904762,0,0.19047619047619047
2024-07-06,108.87217799999999,2490.17,1.7517444478001014,26,0.19047619047619047,0,0.2261904761904762
2024-07-07,61.428942,498.75,0.0,29,0.2261904761904762,0,0.21428571428571427
2024-07-08,0.0,497.64,0.0,28,0.21428571428571427,0,0.20238095238095238
2024-07-09,648.984412,2736.45,0.2671064925847968,27,0.20238095238095238,0,0.21428571428571427
2024-07-10,11977.734907,687900.21,1335.3434416452624,28,0.21428571428571427,0,0.2261904761904762
2024-07-11,1876.812082,169887.02,47.5096401421096,29,0.2261904761904762,0,0.17857142857142858
2024-07-12,1412.314654,89582.97,1578.2952914002396,25,0.17857142857142858,0,0.17857142857142858
2024-07-13,2913.617837,139189.19,1377.750764054677,25,0.17857142857142858,0,0.27380952380952384
2024-07-14,0.0,84001.13,12.190902150295955,33,0.27380952380952384,0,0.5
2024-07-15,-1.0,198344.85,1294.342838816612,52,0.5,0,0.6547619047619048
2024-07-16,0.0,144000.57,22.976170603136218,65,0.6547619047619048,0,0.7023809523809523
2024-07-17,1859.269477,626005.53,554.8774738225733,69,0.7023809523809523,0,0.6071428571428571
2024-07-18,3803.884311,649704.85,1097.1759104755415,61,0.6071428571428571,0,0.5952380952380952
2024-07-19,2155.891114,150269.42,17909.721139568934,60,0.5952380952380952,2,0.7619047619047619
2024-07-20,2299.169566,244362.21,630.7611354615894,74,0.7619047619047619,0,0.7619047619047619
2024-07-21,-2960.716887,234307.46,283.5233719326542,74,0.7619047619047619,0,0.7142857142857143
2024-07-22,1517.119876,304213.8,1203.9179743026468,70,0.7142857142857143,0,0.7261904761904762
2024-07-23,89890.302206,358526.54,250.6233820214227,71,0.7261904761904762,0,0.7023809523809523
2024-07-24,625.561479,69207.93,617.4303358002439,69,0.7023809523809523,0,0.6904761904761905
2024-07-25,916.7382600000001,528555.31,1211.798568497682,68,0.6904761904761905,0,0.6904761904761905
2024-07-26,2766.513113,548587.65,1407.3992278964522,68,0.6904761904761905,0,0.7380952380952381
2024-07-27,6400.623656,905199.75,1010.7184390727213,72,0.7380952380952381,0,0.7261904761904762
2024-07-28,587.29903,43254.68,1301.683491929675,71,0.7261904761904762,0,0.7619047619047619
2024-07-29,330.80445399999996,327199.14,30699.186561694234,74,0.7619047619047619,2,0.6785714285714286
2024-07-30,0.0,36006.47,0.1471960144386028,67,0.6785714285714286,0,0.6071428571428571
2024-07-31,765.690884,84506.54,831.514108502816,61,0.6071428571428571,0,0.5
2024-08-01,167.080017,227774.53,28157.144286863113,52,0.5,2,0.5595238095238095
2024-08-02,782.3681909999999,396320.37,24246.100310630554,57,0.5595238095238095,2,0.32142857142857145
2024-08-03,464.1897,290532.86,804.3609430846107,37,0.32142857142857145,0,0.2857142857142857
2024-08-04,-122672.000883,1207744.07,20410.18490987046,34,0.2857142857142857,2,0.19047619047619047
2024-08-05,-13013.665169,420495.4,22716.708989062114,26,0.19047619047619047,2,0.08333333333333333
2024-08-06,267.318048,61478.38,7179.1864473601945,17,0.08333333333333333,0,0.2261904761904762
2024-08-07,188.789255,2492.77,2.0319063678702913,29,0.2261904761904762,0,0.11904761904761904
2024-08-08,-40.712216999999995,16299.35,1031.28327497182,20,0.11904761904761904,0,0.4523809523809524
2024-08-09,18082.071276,503204.86,15085.83386160418,48,0.4523809523809524,2,0.35714285714285715
2024-08-10,0.0,11339.29,1.7903974194332855,40,0.35714285714285715,0,0.34523809523809523
2024-08-11,847.7766200000001,44230.21,1289.868720484457,39,0.34523809523809523,0,0.17857142857142858
2024-08-12,858.6705000000001,54167.32,1220.6922846961297,25,0.17857142857142858,0,0.25
2024-08-13,212.08102,20797.87,1020.4646954454691,31,0.25,0,0.23809523809523808
2024-08-14,2168.9015130000003,66710.03,1322.6866522830774,30,0.23809523809523808,0,0.2261904761904762
2024-08-15,0.0,1522.3700000000001,0.00027500791999614683,29,0.2261904761904762,0,0.20238095238095238
2024-08-16,825.230544,166382.84,24337.4859535227,27,0.20238095238095238,2,0.17857142857142858
2024-08-17,-288.283113,30248.96,0.01665989445744881,25,0.17857142857142858,0,0.25
2024-08-18,307.201888,62804.48,682.5249871287571,31,0.25,0,0.21428571428571427
2024-08-19,339.69958299999996,100315.03,204.78834892918786,28,0.21428571428571427,0,0.23809523809523808
2024-08-20,192.602844,49914.8,1284.4908594878339,30,0.23809523809523808,0,0.19047619047619047
2024-08-21,656.200925,104990.41,300.5497008738339,26,0.19047619047619047,0,0.2857142857142857
2024-08-23,1005.30527,63509.56,23.332383313993265,34,0.2857142857142857,0,0.5476190476190477
2024-08-24,0.0,34999.67,29692.00369447736,56,0.5476190476190477,2,0.5238095238095238
2024-08-25,0.0,21950.28,29817.813690975687,54,0.5238095238095238,2,0.5357142857142857
2024-08-26,231.236918,92611.27,1107.4757937535248,55,0.5357142857142857,0,0.4523809523809524
2024-08-27,0.0,70250.16,928.634850699803,48,0.4523809523809524,0,0.23809523809523808
2024-08-28,1333.359645,71160.06999999999,25543.059728465276,30,0.23809523809523808,2,0.2261904761904762
2024-08-29,0.0,9995.85,0.0,29,0.2261904761904762,0,0.2857142857142857
2024-08-30,256.464,37233.24,23616.234679020887,34,0.2857142857142857,2,0.2261904761904762
2024-08-31,10.882801,107507.43000000001,22631.233911749434,29,0.2261904761904762,2,0.19047619047619047
2024-09-01,137.433093,12359.68,64.01090091524229,26,0.19047619047619047,0,0.19047619047619047
2024-09-02,0.0,30000.42,0.0,26,0.19047619047619047,0,0.20238095238095238
2024-09-04,1065.785132,131480.97,16155.750126182355,27,0.20238095238095238,2,0.2261904761904762
2024-09-05,0.0,0.84,0.0,29,0.2261904761904762,0,0.14285714285714285
2024-09-06,-1104.856765,39047.1,664.1790029643914,22,0.14285714285714285,0,0.2261904761904762
2024-09-08,0.0,0.11,0.0,29,0.2261904761904762,0,0.19047619047619047
2024-09-09,0.0,4014.4300000000003,0.0,26,0.19047619047619047,0,0.27380952380952384
2024-09-10,-219.729659,2547.28,1348.9722792595664,33,0.27380952380952384,0,0.32142857142857145
2024-09-11,0.0,0.54,0.0,37,0.32142857142857145,0,0.47619047619047616
2024-09-14,0.0,1014.8000000000001,0.0033954100569070374,50,0.47619047619047616,0,0.4166666666666667
2024-09-18,-878.684794,13633.5,0.9010301206197198,45,0.4166666666666667,0,0.4642857142857143
2024-09-19,0.0,1521.8700000000001,1.4697283746185592,49,0.4642857142857143,0,0.5238095238095238
2024-09-20,9585.03428,332873.38,27653.920044601473,54,0.5238095238095238,2,0.5238095238095238
2024-09-21,36165.56933,165648.12,0.003983181043498987,54,0.5238095238095238,0,0.5
2024-09-22,0.0,19999.739999999998,0.0,52,0.5,0,0.47619047619047616
2024-09-23,334.760796,40334.29,8.48528137423857,50,0.47619047619047616,0,0.5238095238095238
2024-09-24,0.0,7118.63,1.2159837307179913,54,0.5238095238095238,0,0.5833333333333334
2024-09-25,0.0,52754.130000000005,31718.657579741826,59,0.5833333333333334,2,0.47619047619047616
2024-09-26,439.812513,113711.93000000001,33361.5403562382,50,0.47619047619047616,2,0.6071428571428571
2024-09-27,0.0,126097.04,25545.68281732544,61,0.6071428571428571,2,0.6428571428571429
2024-09-28,0.0,29199.21,0.012701705922171905,64,0.6428571428571429,0,0.6071428571428571
2024-09-30,2710.626288,214669.85,18864.765804017974,61,0.6071428571428571,2,0.47619047619047616
2024-10-01,0.0,139954.32,142.6055164898365,50,0.47619047619047616,0,0.38095238095238093
2024-10-02,0.0,99954.34,0.0,42,0.38095238095238093,0,0.32142857142857145
2024-10-03,100.375782,132935.69,31775.92122620566,37,0.32142857142857145,2,0.36904761904761907
2024-10-04,0.0,0.34,0.0,41,0.36904761904761907,0,0.4642857142857143
2024-10-05,5767.161892,605605.74,10235.086310727316,49,0.4642857142857143,0,0.47619047619047616
2024-10-06,130.487079,300130.56,324.91869445856975,50,0.47619047619047616,0,0.47619047619047616
2024-10-07,0.0,219984.65,182.24477260776848,50,0.47619047619047616,0,0.4642857142857143
2024-10-08,5396.546638,434584.13,14469.623319914062,49,0.4642857142857143,2,0.4642857142857143
2024-10-09,396.06272,220399.93,474.2797720731933,49,0.4642857142857143,0,0.34523809523809523
2024-10-10,0.0,300024.33999999997,557.4002152852128,39,0.34523809523809523,0,0.2619047619047619
2024-10-11,8885.327477,488904.19,12081.229214103892,32,0.2619047619047619,0,0.4642857142857143
2024-10-12,541.55471,159713.4,376.58494688744844,49,0.4642857142857143,0,0.47619047619047616
2024-10-13,0.0,60002.42,203.35890549578784,50,0.47619047619047616,0,0.4523809523809524
2024-10-14,1913.61958,61916.020000000004,0.44721359550077144,48,0.4523809523809524,0,0.6547619047619048
2024-10-15,1170.2260760000001,81173.36,1060.3613714650498,65,0.6547619047619048,0,0.75
2024-10-16,219.480876,80229.17,451.4663583560504,73,0.75,0,0.7261904761904762
2024-10-17,36.11496,140531.75,433.80423131997185,71,0.7261904761904762,0,0.75
2024-10-18,333.219141,120331.43000000001,518.7022267158665,73,0.75,0,0.7380952380952381
2024-10-19,0.0,99996.86,218.24355660591678,72,0.7380952380952381,0,0.75
2024-10-20,389.155797,176447.86000000002,16659.46440479153,73,0.75,2,0.7380952380952381
2024-10-21,2464.915564,324117.99,16608.369507399624,72,0.7380952380952381,2,0.7142857142857143
2024-10-22,0.0,60000.36,0.0,70,0.7142857142857143,0,0.7261904761904762
2024-10-23,-46.489941,210006.07,32649.05796335893,71,0.7261904761904762,2,0.7380952380952381
2024-10-25,13235.862071,427883.18,25762.005032284604,72,0.7380952380952381,2,0.7619047619047619
2024-10-27,666.6623079999999,90664.41,2.5,74,0.7619047619047619,0,0.7380952380952381
