total_pnl,sentiment_norm,total_volume,price_risk,sentiment_lag1,predicted_pnl
0.0,0.7738095238095238,50005.83,17477.946554443974,0.6309523809523809,19934.957472057853
-205.43473700000007,0.7380952380952381,113203.35,17176.671270509865,0.7738095238095238,11066.732721891856
-24.632033999999997,0.7142857142857143,10609.95,0.0,0.7380952380952381,9439.558090860493
0.0,0.6785714285714286,15348.77,2.886751345951817e-05,0.7142857142857143,8963.325248817588
304.982785,0.75,116278.02,1116.3958768386804,0.6785714285714286,14718.325274783934
0.0,0.6547619047619048,31164.179999999997,0.4242640687117034,0.75,6039.6228412573855
1000.5386120000001,0.75,91602.41,926.2740121248555,0.6547619047619048,15832.598077985424
162.732282,0.7619047619047619,141636.79,5.856400352106735,0.75,11583.494307580522
537.211402,0.7142857142857143,125233.97,0.8725921388691923,0.7619047619047619,8623.732330919376
141.832675,0.7619047619047619,88874.28,21171.893320848874,0.7142857142857143,15638.179152561508
146.936704,0.7142857142857143,78438.25,5.169583196413767,0.7619047619047619,8457.757763314885
1008.619956,0.7261904761904762,402954.94,20284.500535369272,0.7142857142857143,14937.76885491328
-245.081348,0.75,59948.51,10.653168542738976,0.7261904761904762,11944.871777280565
-704.8892269999999,0.75,171411.06,0.06441842658841482,0.75,11116.496625356527
-970.730876,0.75,100117.25,0.06388070635077168,0.75,10862.887999831455
508.92214299999995,0.6547619047619048,569559.72,11648.744735988827,0.75,9279.394544731062
354.998648,0.6904761904761905,702550.21,18438.660298843733,0.6547619047619048,17136.014825520386
-129.53146,0.6547619047619048,264239.52999999997,17773.70614824905,0.6904761904761905,11948.965234854877
783.979116,0.7261904761904762,121348.74,18953.92703976332,0.6547619047619048,16843.898796062913
866.015507,0.7142857142857143,394499.36,1048.4157183426262,0.7261904761904762,11536.19532620156
-67.60364,0.6904761904761905,99792.54000000001,1.625423021862385,0.7142857142857143,9836.14910670421
164.141565,0.7380952380952381,1703942.66,19454.241857154553,0.6904761904761905,21267.193252362835
135.58166400000002,0.7142857142857143,298521.4,15151.388468026682,0.7380952380952381,12186.647004585997
-835.681235,0.7261904761904762,1048850.06,15751.431533109208,0.7142857142857143,16719.89480693855
-269.874439,0.7261904761904762,1522452.43,20290.967629114057,0.7261904761904762,18308.98107554767
-826.349863,0.7857142857142857,870051.97,20885.372418201398,0.7261904761904762,18917.09889526397
-1517.091342,0.75,2057479.48,19322.706929713844,0.7857142857142857,18187.424641700756
-164.08950099999998,0.7857142857142857,305314.1,19629.102693301003,0.75,15541.671455426367
-1925.519024,0.7261904761904762,200082.27,17550.311600910325,0.7857142857142857,10234.181593590103
152.85358,0.5,50636.1,19814.335564661535,0.7261904761904762,2146.3831972990697
-2299.171458,0.6428571428571429,116427.33,22637.910323166485,0.5,21193.389983815156
813.2741110000001,0.5952380952380952,800831.03,21383.464156033846,0.6428571428571429,13854.297571416657
68.93319,0.6309523809523809,424631.52999999997,20233.316546710317,0.5952380952380952,16549.378667144934
-385.419235,0.4880952380952381,428428.97,18166.842917918395,0.6309523809523809,7625.3606778745
-146.57487000000003,0.5,1070090.51,19093.656628018955,0.4880952380952381,17927.55835210045
266.58114600000005,0.5476190476190477,103129.74,21528.165725689374,0.5,16441.870025060896
1375.640959,0.5357142857142857,337878.99,14406.919993731388,0.5476190476190477,13447.552498231413
-369.2447299999998,0.47619047619047616,414518.93000000005,17931.69660879304,0.5357142857142857,11871.563560853772
-2808.353815,0.4523809523809524,965084.59,18769.695095348565,0.47619047619047616,15840.01163342239
-3093.6293849999997,0.5,66566.13,0.007222649560014814,0.4523809523809524,14022.083185505808
90.2,0.4642857142857143,11773.21,0.10182152735644856,0.5,9663.085562003409
-2478.06972,0.5238095238095238,18109.03,0.0,0.4642857142857143,14382.380726649162
486.562542,0.5357142857142857,414208.18,19536.971778150943,0.5238095238095238,15526.099665964482
-173.65419100000003,0.6071428571428571,401011.38,20153.91087002757,0.5357142857142857,18370.993594002553
-799.840817,0.5952380952380952,6305647.13,19876.3146514713,0.6071428571428571,35100.321133839476
0.0,0.6309523809523809,2008.18,0.0876728802091426,0.5952380952380952,12745.213210344593
456.423473,0.6309523809523809,474278.43,19639.423920350528,0.6309523809523809,14822.946719045942
223.30918699999998,0.5952380952380952,603820.0,19282.53294251475,0.6309523809523809,13526.413569491066
47.62389499999999,0.5952380952380952,203187.53,18462.1662366605,0.5952380952380952,13843.487958028478
-33.45419400000003,0.5952380952380952,770198.26,19622.221756634914,0.5952380952380952,15992.390483100615
-215.615907,0.6428571428571429,8047153.41,20245.162112718543,0.5952380952380952,44238.05124283878
241.24212,0.6190476190476191,6758.73,2.899661550742973,0.6428571428571429,9742.840511937571
770.756024,0.6666666666666666,26051.12,9.311771566092043,0.6190476190476191,13324.87833688923
983.443176,0.7261904761904762,212311.82,22727.73364910264,0.6666666666666666,16984.77467118173
